2015-04-30 18:29:20	Sonda temperatura	22,88	[°C]
2015-04-30 18:29:21	Fotoresistore	437	[lx]
2015-04-30 18:29:21	Temperature	22,50	[°C]
2015-04-30 18:29:21	Relative Humidity	52	[RH%]
